,Oración 1,Oración 2,Similitud
96,"aunque no sólo el cuerpo sale beneficiado, pues es posible proteger el medio ambiente porque se requiere menos energía y tierras de cultivo para alimentar a un vegano.",otro de sus beneficios no solo es mantener el cuerpo más saludable si no también proteger el medio ambiente.,0.9185263514518738
97,"la dieta común de las personas consiste en carnes, frutas, vegetales y todo cuanto sea comestible y se encuentre a nuestro alcance.","el consumo más habitual de alimentos en los humanos consiste de fibras musculares de animales, frutos de árboles, tipos de plantas pequeñas y todo cuanto sea digerible y esté a su alcance.",0.919845461845398
98,"el cuidado de la piel también es un factor a tomar en cuenta, pues la vitamina c dan como resultado una piel más lozana.","otra circunstancia a considerar es el cuidado dermatológico, ya que la vitamina c provoca una piel más saludable.",0.9208245873451233
99,los veganos tienen niveles de estrógeno más bajos que los no veganos en parte debido al menor contenido de grasa de su dieta.,los veganos suelen presentar niveles más bajos ocasionada a la baja cantidad de carne en su dieta.,0.9224176406860352
100,"hay un elemento de frescura en la mayoría de los platos a base de plantas, especialmente cuando se trata de productos orgánicos.","la mayor parte de los alimentos de origen vegetal son frescos, un elemento que los caracteriza, sobre todo cuando son productos libres de químicos industriales.",0.9233974814414978
101,una alimentación enteramente sin carne o producto animal tienen un gran potencial para evitar las causas de mortalidad más frecuentes en europa.,llevar una dieta vegana o de base vegetal ayuda a prevenir las causas de muerte más comunes en el continente europeo.,0.9238461256027222
102,una dieta de este tipo por cinco días puede ayudar a ver cómo un cambio en nuestra alimentación puede ser un nuevo inicio para una vida llena de energía.,llevar por cinco días un régimen alimentario de este tipo se consigue observar que una modificación en nuestra comida llega a ser un nuevo comienzo para un día a día lleno de vitalidad.,0.9268143773078918
103,"otra ventaja es que no se debe esperar mucho tiempo para cocinar los alimentos, aunque también se pueden preparar platos delicados, divertidos y sorprendentes y crear delicias.","no tener que aguardar tanto para la cocción es otra de las virtudes, pero igualmente se pueden preparar platillos delicatessen, divertidos, etcétera.",0.9287393689155579
104,"la producción de carne y otros productos animales supone una pesada carga para el medio ambiente, desde cultivos y agua necesarios para alimentar a los animales.","la explotación de recursos naturales para generar carne y derivados para consumo, desde cultivos y alimentación de ganado, es excesiva para el planeta.",0.9297599196434021
105,la dieta vegana desempeña un papel relevante en la reducción de ataques de migraña porque estas se relacionan a menudo con alimentos como el chocolate y el queso.,"el veganismo ocupa un lugar importante en la disminución de dolores de cabeza intensos, pues estas suelen tener relación con el queso y el chocolate.",0.9298420548439026
106,una dieta de este tipo por cinco días puede ayudar a ver cómo un cambio en nuestra alimentación puede ser un nuevo inicio para una vida llena de energía.,"una dieta de duración de al menos 5 días puede reflejar un cambio en la alimentación, lo cual trae consigo un nuevo inicio para una vida energética.",0.9305152893066406
107,"asimismo, es más fácil prevenir distintos tipos de enfermedades como las cardíacas debido al hecho de que contienen menos grasas saturadas.","igualmente, los distintos tipos de enfermedades son más fáciles de prevenir, como condiciones cardiacas ya que es menor la saturación de grasas.",0.9309812784194946
108,"asimismo, es más fácil prevenir distintos tipos de enfermedades como las cardíacas debido al hecho de que contienen menos grasas saturadas.",de esta manera es más sencillo evitar algunos padecimientos como las afecciones del corazón por la razón de que las grasas saturadas están presentes en menor cantidad.,0.9310925006866455
109,"sin embargo, para cuidar de la salud, se deberían comer ciertos alimentos y restringir otros cuantos.",el cuidado de la salud se debería de mantener comiendo ciertos alimentos y mantener restricciones con unos cuantos.,0.9311815500259399
110,"incluso los gastos de producción, el transporte y otros procesos involucrados desde la granja a la mesa son elementos detonantes.","inclusive los costes para producir la carne, la transportación, otros elementos relacionados desde que comienza en la granja hasta que termina en la mesa son procesos detonantes.",0.9316233396530151
111,la dieta vegana desempeña un papel relevante en la reducción de ataques de migraña porque estas se relacionan a menudo con alimentos como el chocolate y el queso.,el papel de la alimentación vegana consiste en la reducción de los padecimientos de migraña por la razón de que el chocolate y el queso están relacionados con esta enfermedad.,0.9335739016532898
112,"la producción de carne y otros productos animales supone una pesada carga para el medio ambiente, desde cultivos y agua necesarios para alimentar a los animales.","por otro lado, los alimentos de producto animal conlleva a una gran carga al medio ambiente, cultivos y recursos.",0.9367847442626953
113,"el cuidado de la piel también es un factor a tomar en cuenta, pues la vitamina c dan como resultado una piel más lozana.","por otro lado, el cuidado de la piel suele mejorar debido a la presencia de vitamina c, que ocasiona una piel más suave.",0.9369972348213196
114,"a su vez, esto puede mejorar el estado de ánimo. investigaciones han revelado que los veganos pueden ser más felices que sus homólogos carnívoros.","al mismo tiempo, ayuda en nuestras emociones. se ha revelado, a partir de estudios, que los veganos llegan a tener mayor felicidad que sus contrapartes que son consumidores de carne.",0.9394713044166565
115,"una ventaja bastante positiva de este método es la reducción de peso. generalmente, los veganos no sufren de obesidad.","otro pro de este tipo de dieta, es la pérdida de peso. por lo general, las personas que la practican no padecen obesidad.",0.9396802186965942
116,"de igual forma, los veganos disfrutan de vidas más largas y saludables en comparación con aquellos que consumen carne.","de igual manera, las personas veganas gozan de una vida más sana y longeva si se compara con los consumidores de alimentos cárnicos.",0.9397689700126648
117,"la dieta común de las personas consiste en carnes, frutas, vegetales y todo cuanto sea comestible y se encuentre a nuestro alcance.","la alimentación generalmente consiste en carnes, frutas, vegetales y todo lo que se pueda comer y se encuentre al alcance de las personas.",0.9400842189788818
118,"la dieta común de las personas consiste en carnes, frutas, vegetales y todo cuanto sea comestible y se encuentre a nuestro alcance.","la dieta general de la gente consiste en carnes, frutas, verduras y todo lo comestible a nuestro alcance.",0.9417204260826111
119,"sin embargo, para cuidar de la salud, se deberían comer ciertos alimentos y restringir otros cuantos.",aunque se requiere de comer ciertos alimentos y limitar la ingesta de otros para poder procurar la salud.,0.9423214197158813
120,"el cuidado de la piel también es un factor a tomar en cuenta, pues la vitamina c dan como resultado una piel más lozana.","otro factor a tomar en cuenta es el cuidado de la piel, una piel más lozana es gracias al ácido ascórbico.",0.9443289637565613
121,"otra ventaja es que no se debe esperar mucho tiempo para cocinar los alimentos, aunque también se pueden preparar platos delicados, divertidos y sorprendentes y crear delicias.",ventajas que presentan este tipo de alimentos es que no se requiere de tanto tiempo para poder cocinarlos y se puede preparar platos diversos así como crear deliciosas formas de comerlas.,0.9448591470718384
122,los veganos tienen niveles de estrógeno más bajos que los no veganos en parte debido al menor contenido de grasa de su dieta.,"por lo general los no veganos suelen tener altos niveles de estrógeno a diferencia de los veganos que tienen una cantidad menor de la hormona, esto se debe a un bajo consumo de grasa en su alimentación.",0.9448779225349426
123,"además, tienen más de ciertas moléculas que se unen a las hormonas sexuales que circulan en la sangre y tienen la función de mantenerlas inactivas hasta que se necesiten.","y tienen, además, una mayor cantidad de ciertas moléculas que al unirse con las hormonas sexuales que circulan en la sangre, las mantienen inactivas hasta que sean necesarias.",0.9451426863670349
