,Oración 1,Oración 2,Similitud
12,"las enfermedades transmitidas por los alimentos, las bacterías, los parásitos y las toxinas químicas son más comunes en carnes comerciales.","otro factor a tomar en cuenta es el cuidado de la piel, una piel más lozana es gracias al ácido ascórbico.",0.46403416991233826
13,"las enfermedades transmitidas por los alimentos, las bacterías, los parásitos y las toxinas químicas son más comunes en carnes comerciales.",esta es una alternativa definitivamente muy provechosa que acarrea con ella enormes ventajas.,0.46446987986564636
14,proteger el medio ambiente es beneficioso para todos nosotros y el hecho de ser vegano tiene un impacto positivo en esto.,"gracias a los alimentos orgánicos, los platillos veganos siempre se sienten refrescantes.",0.4698465168476105
15,"las enfermedades transmitidas por los alimentos, las bacterías, los parásitos y las toxinas químicas son más comunes en carnes comerciales.",la vitamina c tiene como resultado dermatológico una piel más sana. la atención de la piel es un punto a tomar en cuenta.,0.47179222106933594
16,las hormonas como el estrógeno pueden ser responsables de causar cáncer si los niveles se vuelven excesivos.,es una elección en definitiva muy sana y beneficiosa.,0.47855204343795776
17,"las enfermedades transmitidas por los alimentos, las bacterías, los parásitos y las toxinas químicas son más comunes en carnes comerciales.",el incremento de este tipo de vida se ha reflejado por el fácil acceso.,0.4819561839103699
18,"las enfermedades transmitidas por los alimentos, las bacterías, los parásitos y las toxinas químicas son más comunes en carnes comerciales.",es una elección en definitiva muy sana y beneficiosa.,0.4834291338920593
19,esta es una opción definitivamente muy saludable que trae consigo inmensos beneficios.,"las carnes comerciales contienen y transmiten bacterias, parásitos y toxinas.",0.48652639985084534
20,esta es una opción definitivamente muy saludable que trae consigo inmensos beneficios.,"a su vez, se puede optimizar el desempeño deportivo. bastantes atletas se alimentan sanamente.",0.48734867572784424
21,"el consumo de estos alimentos ha ido en aumento por los estilos de vida que se han ido adquiriendo y son accesibles, en general.","el poder proteger al medio resulta bueno para todos, lo cual el veganismo proporciona un impacto positivo.",0.4876209497451782
22,"las enfermedades transmitidas por los alimentos, las bacterías, los parásitos y las toxinas químicas son más comunes en carnes comerciales.",en la dieta vegana se suele desempeñar un papel importante para evitar la migraña debido a que esta se asocia al queso y chocolate.,0.49403268098831177
23,esta es una opción definitivamente muy saludable que trae consigo inmensos beneficios.,el alimentarse sin ningún tipo de productos de origen animal evitan enormemente las principales causas de muerte en el viejo mundo.,0.4969845712184906
24,"de igual forma, los veganos disfrutan de vidas más largas y saludables en comparación con aquellos que consumen carne.","el poder proteger al medio resulta bueno para todos, lo cual el veganismo proporciona un impacto positivo.",0.4975444972515106
25,"otra ventaja es que no se debe esperar mucho tiempo para cocinar los alimentos, aunque también se pueden preparar platos delicados, divertidos y sorprendentes y crear delicias.",mantener un criadero de animales ha producido un alto impacto en los cultivos y el agua del planeta.,0.4989854693412781
26,"incluso los gastos de producción, el transporte y otros procesos involucrados desde la granja a la mesa son elementos detonantes.","el poder proteger al medio resulta bueno para todos, lo cual el veganismo proporciona un impacto positivo.",0.4995507001876831
27,"las enfermedades transmitidas por los alimentos, las bacterías, los parásitos y las toxinas químicas son más comunes en carnes comerciales.","el cuidado del medio ambiente es benéfico para todos los seres, en esto el veganismo genera un impacto positivo.",0.5004824995994568
28,"las enfermedades transmitidas por los alimentos, las bacterías, los parásitos y las toxinas químicas son más comunes en carnes comerciales.","otra circunstancia a considerar es el cuidado dermatológico, ya que la vitamina c provoca una piel más saludable.",0.504972517490387
29,"las enfermedades transmitidas por los alimentos, las bacterías, los parásitos y las toxinas químicas son más comunes en carnes comerciales.",llevar por cinco días un régimen alimentario de este tipo se consigue observar que una modificación en nuestra comida llega a ser un nuevo comienzo para un día a día lleno de vitalidad.,0.5066130757331848
30,esta es una opción definitivamente muy saludable que trae consigo inmensos beneficios.,estos alimentos han ido creciendo debido al estilo de vida adquirido ya que han sido accesibles.,0.5083796381950378
31,"las enfermedades transmitidas por los alimentos, las bacterías, los parásitos y las toxinas químicas son más comunes en carnes comerciales.",suele presentar un efecto grande al medio ambiente ya que se requiere menos espacio y energía para alimentar a una persona vegana.,0.5087191462516785
32,"las enfermedades transmitidas por los alimentos, las bacterías, los parásitos y las toxinas químicas son más comunes en carnes comerciales.",mantener un criadero de animales ha producido un alto impacto en los cultivos y el agua del planeta.,0.5089120268821716
33,"las enfermedades transmitidas por los alimentos, las bacterías, los parásitos y las toxinas químicas son más comunes en carnes comerciales.","pero no solamente el organismo consigue beneficios, sino también es factible preservar el entorno porque es necesaria menos gasto de energía y tierras fértiles para que un vegano sea alimentado.",0.5099899768829346
34,esta es una opción definitivamente muy saludable que trae consigo inmensos beneficios.,"el poder proteger al medio resulta bueno para todos, lo cual el veganismo proporciona un impacto positivo.",0.5105975866317749
35,esta es una opción definitivamente muy saludable que trae consigo inmensos beneficios.,"en el caso de platos basados en plantas, particularmente en productos orgánicos, se pueden observar más elementos de frescura.",0.5106485486030579
36,"las enfermedades transmitidas por los alimentos, las bacterías, los parásitos y las toxinas químicas son más comunes en carnes comerciales.",el veganismo es una opción de dieta muy saludable que ofrece muchos beneficios.,0.510719358921051
37,"el consumo de estos alimentos ha ido en aumento por los estilos de vida que se han ido adquiriendo y son accesibles, en general.",esta es una alternativa definitivamente muy provechosa que acarrea con ella enormes ventajas.,0.517694890499115
38,"una ventaja bastante positiva de este método es la reducción de peso. generalmente, los veganos no sufren de obesidad.","el poder proteger al medio resulta bueno para todos, lo cual el veganismo proporciona un impacto positivo.",0.518706202507019
39,"además, tienen más de ciertas moléculas que se unen a las hormonas sexuales que circulan en la sangre y tienen la función de mantenerlas inactivas hasta que se necesiten.","el poder proteger al medio resulta bueno para todos, lo cual el veganismo proporciona un impacto positivo.",0.52022784948349
40,esta es una opción definitivamente muy saludable que trae consigo inmensos beneficios.,"las afecciones que son transmitidas por el consumo de alimentos, los parásitos, toxinas químicas y las bacterias son más propensas de aparecer en alimentos cárnicos producidos comercialmente.",0.5209617614746094
41,esta es una opción definitivamente muy saludable que trae consigo inmensos beneficios.,"el veganismo da muchos beneficios en la salud, el cual afecta desde el estado de ánimo e incluso en nuestro sistema inmunológico.",0.5241366624832153
42,esta es una opción definitivamente muy saludable que trae consigo inmensos beneficios.,"estos alimentos han aumentado en su consumo por los modos de vida que se han ido aprendiendo siendo fáciles de implementar, generalmente.",0.524544894695282
43,"con esto, es posible mejorar el rendimiento atlético. muchos deportistas comen saludablemente.","gracias a los alimentos orgánicos, los platillos veganos siempre se sienten refrescantes.",0.5260295867919922
44,esta es una opción definitivamente muy saludable que trae consigo inmensos beneficios.,este estilo de vida ha ido en aumento y por consiguiente el consumo de estos alimentos y en general son accesibles.,0.5264668464660645
45,"el cuidado de la piel también es un factor a tomar en cuenta, pues la vitamina c dan como resultado una piel más lozana.","gracias a los alimentos orgánicos, los platillos veganos siempre se sienten refrescantes.",0.5284585356712341
46,"el consumo de estos alimentos ha ido en aumento por los estilos de vida que se han ido adquiriendo y son accesibles, en general.","aunque, para tener una buena salud, debemos cuidar lo que comemos.",0.529598593711853
47,proteger el medio ambiente es beneficioso para todos nosotros y el hecho de ser vegano tiene un impacto positivo en esto.,los alimentos cárnicos tienen mayor probabilidad de provocar enfermedades debido a los microbios y parásitos aunado a las sustancias químicas.,0.5312926769256592
48,"las enfermedades transmitidas por los alimentos, las bacterías, los parásitos y las toxinas químicas son más comunes en carnes comerciales.",otro de sus beneficios no solo es mantener el cuerpo más saludable si no también proteger el medio ambiente.,0.5325021743774414
49,esta es una opción definitivamente muy saludable que trae consigo inmensos beneficios.,"en cuestion de gastos de producción, procesos, transporte también representan un gasto mayor.",0.5347368121147156
50,proteger el medio ambiente es beneficioso para todos nosotros y el hecho de ser vegano tiene un impacto positivo en esto.,"las parásitos, bacterias y toxinas químicas culpables de las enfermedades transmitidas por los alimentos se encuentran más comúnmente en las carnes comerciales.",0.5354085564613342
51,"otra ventaja es que no se debe esperar mucho tiempo para cocinar los alimentos, aunque también se pueden preparar platos delicados, divertidos y sorprendentes y crear delicias.",el incremento de este tipo de vida se ha reflejado por el fácil acceso.,0.5356765389442444
52,proteger el medio ambiente es beneficioso para todos nosotros y el hecho de ser vegano tiene un impacto positivo en esto.,"las carnes comerciales contienen y transmiten bacterias, parásitos y toxinas.",0.5363097786903381
53,"las enfermedades transmitidas por los alimentos, las bacterías, los parásitos y las toxinas químicas son más comunes en carnes comerciales.","mantener un estilo de vida vegano trae beneficios a todos, ya que se cuida al medio ambiente.",0.538234293460846
54,"las enfermedades transmitidas por los alimentos, las bacterías, los parásitos y las toxinas químicas son más comunes en carnes comerciales.",seguir esta dieta por incluso 5 días nos permite ver cómo modificar nuestra alimentación puede traer consigo una vida llena de energía.,0.5388097763061523
55,"las enfermedades transmitidas por los alimentos, las bacterías, los parásitos y las toxinas químicas son más comunes en carnes comerciales.","a su vez, se puede optimizar el desempeño deportivo. bastantes atletas se alimentan sanamente.",0.539511501789093
56,"hay un elemento de frescura en la mayoría de los platos a base de plantas, especialmente cuando se trata de productos orgánicos.","el poder proteger al medio resulta bueno para todos, lo cual el veganismo proporciona un impacto positivo.",0.5404566526412964
57,una dieta de este tipo por cinco días puede ayudar a ver cómo un cambio en nuestra alimentación puede ser un nuevo inicio para una vida llena de energía.,"las carnes comerciales contienen y transmiten bacterias, parásitos y toxinas.",0.5408978462219238
58,esta es una opción definitivamente muy saludable que trae consigo inmensos beneficios.,el papel de la alimentación vegana consiste en la reducción de los padecimientos de migraña por la razón de que el chocolate y el queso están relacionados con esta enfermedad.,0.5416232943534851
59,"sin embargo, para cuidar de la salud, se deberían comer ciertos alimentos y restringir otros cuantos.","el poder proteger al medio resulta bueno para todos, lo cual el veganismo proporciona un impacto positivo.",0.5425096750259399
60,"las enfermedades transmitidas por los alimentos, las bacterías, los parásitos y las toxinas químicas son más comunes en carnes comerciales.","aunque, para tener una buena salud, debemos cuidar lo que comemos.",0.5456145405769348
61,"las enfermedades transmitidas por los alimentos, las bacterías, los parásitos y las toxinas químicas son más comunes en carnes comerciales.","asimismo, ayuda a mantener una piel saludable, ya que la vitamina c es importante en el cuidado de la piel.",0.5464454293251038
62,"de igual forma, los veganos disfrutan de vidas más largas y saludables en comparación con aquellos que consumen carne.","en el caso hormonal, el estrógeno suele ser el responsable del cancer cuando se consume excesivamente.",0.5466506481170654
63,"con esto, es posible mejorar el rendimiento atlético. muchos deportistas comen saludablemente.","las parásitos, bacterias y toxinas químicas culpables de las enfermedades transmitidas por los alimentos se encuentran más comúnmente en las carnes comerciales.",0.5473335981369019
64,"incluso los gastos de producción, el transporte y otros procesos involucrados desde la granja a la mesa son elementos detonantes.",otro de sus beneficios no solo es mantener el cuerpo más saludable si no también proteger el medio ambiente.,0.5475825667381287
65,esta es una opción definitivamente muy saludable que trae consigo inmensos beneficios.,"también, disponen de ciertas moléculas en mayor cantidad que se fusionan con hormonas sexuales que circulan en el torrente sanguíneo y cumplen con el objetivo de dejarlas inactivas hasta que sean requeridas.",0.5489173531532288
66,"el consumo de estos alimentos ha ido en aumento por los estilos de vida que se han ido adquiriendo y son accesibles, en general.",es una elección en definitiva muy sana y beneficiosa.,0.5535570979118347
67,"además, tienen más de ciertas moléculas que se unen a las hormonas sexuales que circulan en la sangre y tienen la función de mantenerlas inactivas hasta que se necesiten.",mantener un criadero de animales ha producido un alto impacto en los cultivos y el agua del planeta.,0.5544061064720154
68,proteger el medio ambiente es beneficioso para todos nosotros y el hecho de ser vegano tiene un impacto positivo en esto.,los artículos orgánicos tienen a su favor la frescura porque los platillos contienen una base de plantas.,0.5549972057342529
69,"con esto, es posible mejorar el rendimiento atlético. muchos deportistas comen saludablemente.",las grasas saturadas se encuentran en niveles más altos en los carnívoros que en los no carnívoros.,0.5551692247390747
70,"el consumo de estos alimentos ha ido en aumento por los estilos de vida que se han ido adquiriendo y son accesibles, en general.",otro de sus beneficios no solo es mantener el cuerpo más saludable si no también proteger el medio ambiente.,0.5552313923835754
71,"el consumo de estos alimentos ha ido en aumento por los estilos de vida que se han ido adquiriendo y son accesibles, en general.","otra circunstancia a considerar es el cuidado dermatológico, ya que la vitamina c provoca una piel más saludable.",0.5565122365951538
72,"incluso los gastos de producción, el transporte y otros procesos involucrados desde la granja a la mesa son elementos detonantes.","en el caso hormonal, el estrógeno suele ser el responsable del cancer cuando se consume excesivamente.",0.5567803978919983
73,esta es una opción definitivamente muy saludable que trae consigo inmensos beneficios.,cuidar el medio ambiente beneficia a todas las personas y ser vegano nos ayuda mucho a este propósito.,0.5570558309555054
74,"las enfermedades transmitidas por los alimentos, las bacterías, los parásitos y las toxinas químicas son más comunes en carnes comerciales.","otro factor a tomar en cuenta es el cuidado de la piel, debido a que la vitamina c provoca tener una piel más saludable.",0.5572669506072998
75,"el cuidado de la piel también es un factor a tomar en cuenta, pues la vitamina c dan como resultado una piel más lozana.",estos alimentos han ido creciendo debido al estilo de vida adquirido ya que han sido accesibles.,0.5579221248626709
76,esta es una opción definitivamente muy saludable que trae consigo inmensos beneficios.,"debido a los nuevos estilos de vida, y a su general accesibilidad, consumir estos alimentos ha tenido un alza.",0.5580745339393616
77,"las enfermedades transmitidas por los alimentos, las bacterías, los parásitos y las toxinas químicas son más comunes en carnes comerciales.","el veganismo da muchos beneficios en la salud, el cual afecta desde el estado de ánimo e incluso en nuestro sistema inmunológico.",0.5582813620567322
78,las hormonas como el estrógeno pueden ser responsables de causar cáncer si los niveles se vuelven excesivos.,la vitamina c tiene como resultado dermatológico una piel más sana. la atención de la piel es un punto a tomar en cuenta.,0.5586442351341248
79,"el consumo de estos alimentos ha ido en aumento por los estilos de vida que se han ido adquiriendo y son accesibles, en general.",seguir esta dieta por incluso 5 días nos permite ver cómo modificar nuestra alimentación puede traer consigo una vida llena de energía.,0.5603842735290527
80,una dieta de este tipo por cinco días puede ayudar a ver cómo un cambio en nuestra alimentación puede ser un nuevo inicio para una vida llena de energía.,"gracias a los alimentos orgánicos, los platillos veganos siempre se sienten refrescantes.",0.560407817363739
81,"las enfermedades transmitidas por los alimentos, las bacterías, los parásitos y las toxinas químicas son más comunes en carnes comerciales.","cuidar el planeta es otro de los beneficios, pues alimentar a un vegano explota menos recursos.",0.5612673759460449
82,"otra ventaja es que no se debe esperar mucho tiempo para cocinar los alimentos, aunque también se pueden preparar platos delicados, divertidos y sorprendentes y crear delicias.","el veganismo da muchos beneficios en la salud, el cual afecta desde el estado de ánimo e incluso en nuestro sistema inmunológico.",0.5617954730987549
83,esta es una opción definitivamente muy saludable que trae consigo inmensos beneficios.,el cáncer puede ser causado por hormonas como el estrógeno si excede sus niveles adecuados.,0.5629689693450928
84,esta es una opción definitivamente muy saludable que trae consigo inmensos beneficios.,"el veganismo ocupa un lugar importante en la disminución de dolores de cabeza intensos, pues estas suelen tener relación con el queso y el chocolate.",0.5632361173629761
85,esta es una opción definitivamente muy saludable que trae consigo inmensos beneficios.,una alimentación a base de vegetales cumple un papel sobresaliente en los dolores intensos de cabeza ya que se relacionan a los alimentos a base de lácteos o cacao.,0.5642307996749878
86,"con esto, es posible mejorar el rendimiento atlético. muchos deportistas comen saludablemente.",las hormonas sexuales que circulan en el organismo se pueden mantener inactivas hasta que las necesiten.,0.5660397410392761
87,esta es una opción definitivamente muy saludable que trae consigo inmensos beneficios.,"asimismo, contienen moléculas que se adhieren a las hormonas encargadas de la sexualidad presentes en la sangre y cumplen la tarea de asegurar su inactividad hasta que sean necesarias.",0.5667322278022766
88,"el consumo de estos alimentos ha ido en aumento por los estilos de vida que se han ido adquiriendo y son accesibles, en general.",la vitamina c tiene como resultado dermatológico una piel más sana. la atención de la piel es un punto a tomar en cuenta.,0.5670521855354309
89,"el consumo de estos alimentos ha ido en aumento por los estilos de vida que se han ido adquiriendo y son accesibles, en general.",suele presentar un efecto grande al medio ambiente ya que se requiere menos espacio y energía para alimentar a una persona vegana.,0.5686340928077698
90,"una ventaja bastante positiva de este método es la reducción de peso. generalmente, los veganos no sufren de obesidad.","en el caso hormonal, el estrógeno suele ser el responsable del cancer cuando se consume excesivamente.",0.5695231556892395
91,"las enfermedades transmitidas por los alimentos, las bacterías, los parásitos y las toxinas químicas son más comunes en carnes comerciales.",alimentarse así por cinco días podría develar cómo un cambio en lo que ingerimos puede devenir en una vida más saludable y activa.,0.5714547038078308
92,proteger el medio ambiente es beneficioso para todos nosotros y el hecho de ser vegano tiene un impacto positivo en esto.,las grasas saturadas se encuentran en niveles más altos en los carnívoros que en los no carnívoros.,0.5715232491493225
93,"el consumo de estos alimentos ha ido en aumento por los estilos de vida que se han ido adquiriendo y son accesibles, en general.",cuidar el medio ambiente beneficia a todas las personas y ser vegano nos ayuda mucho a este propósito.,0.5720897912979126
94,proteger el medio ambiente es beneficioso para todos nosotros y el hecho de ser vegano tiene un impacto positivo en esto.,las personas que no consumen animales gozan de una vida más longeva y sana que las personas que comen carne.,0.572274386882782
95,proteger el medio ambiente es beneficioso para todos nosotros y el hecho de ser vegano tiene un impacto positivo en esto.,"incluido los gastos de operaciones mayores como la producción, transporte y terceros procesos que implican mover desde la granja a la cocina son puntos importantes.",0.572555422782898
96,esta es una opción definitivamente muy saludable que trae consigo inmensos beneficios.,"al mismo tiempo, ayuda en nuestras emociones. se ha revelado, a partir de estudios, que los veganos llegan a tener mayor felicidad que sus contrapartes que son consumidores de carne.",0.5732647180557251
97,esta es una opción definitivamente muy saludable que trae consigo inmensos beneficios.,los carnívoros mantienen bajos niveles de salud si los comparamos con alguien de dieta vegana.,0.5738699436187744
98,"incluso los gastos de producción, el transporte y otros procesos involucrados desde la granja a la mesa son elementos detonantes.",esta es una alternativa definitivamente muy provechosa que acarrea con ella enormes ventajas.,0.5746303200721741
99,esta es una opción definitivamente muy saludable que trae consigo inmensos beneficios.,una de las causas de cáncer suele ser los altos niveles de la hormona estrógeno.,0.5746944546699524
100,"aunque no sólo el cuerpo sale beneficiado, pues es posible proteger el medio ambiente porque se requiere menos energía y tierras de cultivo para alimentar a un vegano.","la cadena productiva, incluyendo transporte, son elementos perjudiciales.",0.574788510799408
101,"con esto, es posible mejorar el rendimiento atlético. muchos deportistas comen saludablemente.",los alimentos cárnicos tienen mayor probabilidad de provocar enfermedades debido a los microbios y parásitos aunado a las sustancias químicas.,0.5753940343856812
102,esta es una opción definitivamente muy saludable que trae consigo inmensos beneficios.,"incluido los gastos de operaciones mayores como la producción, transporte y terceros procesos que implican mover desde la granja a la cocina son puntos importantes.",0.5756075978279114
103,"aunque no sólo el cuerpo sale beneficiado, pues es posible proteger el medio ambiente porque se requiere menos energía y tierras de cultivo para alimentar a un vegano.",una de las causas de cáncer suele ser los altos niveles de la hormona estrógeno.,0.5768112540245056
104,"la producción de carne y otros productos animales supone una pesada carga para el medio ambiente, desde cultivos y agua necesarios para alimentar a los animales.","en el caso hormonal, el estrógeno suele ser el responsable del cancer cuando se consume excesivamente.",0.5770695805549622
105,proteger el medio ambiente es beneficioso para todos nosotros y el hecho de ser vegano tiene un impacto positivo en esto.,la alimentación vegana ha ido en aumento debido a los modos de vida modernos que han envuelto a la población y que son más asequibles.,0.5780907273292542
106,"con esto, es posible mejorar el rendimiento atlético. muchos deportistas comen saludablemente.",los artículos orgánicos tienen a su favor la frescura porque los platillos contienen una base de plantas.,0.5786219239234924
107,esta es una opción definitivamente muy saludable que trae consigo inmensos beneficios.,el cuidado de la salud se debería de mantener comiendo ciertos alimentos y mantener restricciones con unos cuantos.,0.5787203311920166
108,las hormonas como el estrógeno pueden ser responsables de causar cáncer si los niveles se vuelven excesivos.,esta es una alternativa definitivamente muy provechosa que acarrea con ella enormes ventajas.,0.5788515210151672
109,"con esto, es posible mejorar el rendimiento atlético. muchos deportistas comen saludablemente.","asimismo, contienen moléculas que se adhieren a las hormonas encargadas de la sexualidad presentes en la sangre y cumplen la tarea de asegurar su inactividad hasta que sean necesarias.",0.5790753364562988
110,esta es una opción definitivamente muy saludable que trae consigo inmensos beneficios.,"la generación de productos cárnicos y la producción de carne provocan una gran fatiga a la naturaleza, desde la generación de granos y agua para alimentar el ganado.",0.5791510343551636
111,"incluso los gastos de producción, el transporte y otros procesos involucrados desde la granja a la mesa son elementos detonantes.",es una elección en definitiva muy sana y beneficiosa.,0.5794643759727478
112,"las enfermedades transmitidas por los alimentos, las bacterías, los parásitos y las toxinas químicas son más comunes en carnes comerciales.",el cáncer puede ser causado por hormonas como el estrógeno si excede sus niveles adecuados.,0.580095648765564
113,esta es una opción definitivamente muy saludable que trae consigo inmensos beneficios.,"así mismo, se pueden encontrar más enfermedades transmitidas por alimentos, bacterias, parásitos y toxinas químicas en carnes comerciales.",0.5802786350250244
114,proteger el medio ambiente es beneficioso para todos nosotros y el hecho de ser vegano tiene un impacto positivo en esto.,"igualmente, esta dieta contribuye a prevenir diversas enfermedades como las de tipo cardiovascular gracias a la cantidad reducida de grasas saturadas.",0.5811707973480225
115,esta es una opción definitivamente muy saludable que trae consigo inmensos beneficios.,"los cambios en la alimentación puede llenarte de energía, si mantienes una dieta vegana mínimo por 5 días se notará el cambio en el organismo.",0.5817915797233582
116,esta es una opción definitivamente muy saludable que trae consigo inmensos beneficios.,"la alimentación generalmente consiste en carnes, frutas, vegetales y todo lo que se pueda comer y se encuentre al alcance de las personas.",0.5818564295768738
117,"sin embargo, para cuidar de la salud, se deberían comer ciertos alimentos y restringir otros cuantos.","en el caso hormonal, el estrógeno suele ser el responsable del cancer cuando se consume excesivamente.",0.5825096964836121
118,"estas dietas tienen un alto valor nutricional, pero en ausencia de carne, es vital e importante asegurarse de consumir todas las cantidades correctas de proteínas.","gracias a los alimentos orgánicos, los platillos veganos siempre se sienten refrescantes.",0.5831725597381592
119,"además, tienen más de ciertas moléculas que se unen a las hormonas sexuales que circulan en la sangre y tienen la función de mantenerlas inactivas hasta que se necesiten.","el cuidado del medio ambiente es benéfico para todos los seres, en esto el veganismo genera un impacto positivo.",0.5837095379829407
120,"otra ventaja es que no se debe esperar mucho tiempo para cocinar los alimentos, aunque también se pueden preparar platos delicados, divertidos y sorprendentes y crear delicias.",una de las causas de cáncer suele ser los altos niveles de la hormona estrógeno.,0.5837538242340088
121,"sin embargo, para cuidar de la salud, se deberían comer ciertos alimentos y restringir otros cuantos.",mantener un criadero de animales ha producido un alto impacto en los cultivos y el agua del planeta.,0.5839096307754517
122,"a su vez, esto puede mejorar el estado de ánimo. investigaciones han revelado que los veganos pueden ser más felices que sus homólogos carnívoros.",es una elección en definitiva muy sana y beneficiosa.,0.5839602947235107
123,"otra ventaja es que no se debe esperar mucho tiempo para cocinar los alimentos, aunque también se pueden preparar platos delicados, divertidos y sorprendentes y crear delicias.",este estilo de vida ha ido en aumento y por consiguiente el consumo de estos alimentos y en general son accesibles.,0.584217369556427
124,"otra ventaja es que no se debe esperar mucho tiempo para cocinar los alimentos, aunque también se pueden preparar platos delicados, divertidos y sorprendentes y crear delicias.",el papel de la alimentación vegana consiste en la reducción de los padecimientos de migraña por la razón de que el chocolate y el queso están relacionados con esta enfermedad.,0.584251880645752
125,"las enfermedades transmitidas por los alimentos, las bacterías, los parásitos y las toxinas químicas son más comunes en carnes comerciales.","los cambios en la alimentación puede llenarte de energía, si mantienes una dieta vegana mínimo por 5 días se notará el cambio en el organismo.",0.5843958258628845
126,esta es una opción definitivamente muy saludable que trae consigo inmensos beneficios.,"a partir de nuestras emociones hasta nuestro sistema de protección inmunológica, la forma de vida de consumir vegetales nos adiciona una diversidad de mejoras en el bienestar corporal.",0.58443683385849
127,esta es una opción definitivamente muy saludable que trae consigo inmensos beneficios.,los artículos orgánicos tienen a su favor la frescura porque los platillos contienen una base de plantas.,0.5846621990203857
128,"las enfermedades transmitidas por los alimentos, las bacterías, los parásitos y las toxinas químicas son más comunes en carnes comerciales.","en ausencia de la carne en dietas alternativas, es de vital importancia tener un equilibrio de proteínas porque ella tiene un alto valor de nutrientes.",0.5847163200378418
129,"incluso los gastos de producción, el transporte y otros procesos involucrados desde la granja a la mesa son elementos detonantes.",el cáncer puede ser causado por hormonas como el estrógeno si excede sus niveles adecuados.,0.584771990776062
130,esta es una opción definitivamente muy saludable que trae consigo inmensos beneficios.,"debido a ello, se puede mejorar el rendimiento atletico, y se ve en deportistas que suelen comer sanamente.",0.5848312973976135
131,"una ventaja bastante positiva de este método es la reducción de peso. generalmente, los veganos no sufren de obesidad.",las hormonas sexuales que circulan en el organismo se pueden mantener inactivas hasta que las necesiten.,0.5852999687194824
132,esta es una opción definitivamente muy saludable que trae consigo inmensos beneficios.,"también les ayuda a mejorar su rendimiento deportivo, muchos atletas siguen este método de alimentación.",0.5853713154792786
133,"las enfermedades transmitidas por los alimentos, las bacterías, los parásitos y las toxinas químicas son más comunes en carnes comerciales.","parte de la dieta que llevan los atletas es saludable, con esto es altamente factible que se mejore el rendimiento del deporte.",0.586073637008667
134,"con esto, es posible mejorar el rendimiento atlético. muchos deportistas comen saludablemente.",una de las causas de cáncer suele ser los altos niveles de la hormona estrógeno.,0.5862917900085449
135,"el consumo de estos alimentos ha ido en aumento por los estilos de vida que se han ido adquiriendo y son accesibles, en general.","otro factor a tomar en cuenta es el cuidado de la piel, una piel más lozana es gracias al ácido ascórbico.",0.5867228507995605
136,proteger el medio ambiente es beneficioso para todos nosotros y el hecho de ser vegano tiene un impacto positivo en esto.,"la cadena productiva, incluyendo transporte, son elementos perjudiciales.",0.5870743989944458
137,"hay un elemento de frescura en la mayoría de los platos a base de plantas, especialmente cuando se trata de productos orgánicos.",el cáncer puede ser causado por hormonas como el estrógeno si excede sus niveles adecuados.,0.587922215461731
